Travel_ID,Traveler_Name,Gender,Age,Country,City,Travel_Type,Transport_Mode,Booking_Source,Travel_Month,Travel_Year,Stay_Days,Travel_Cost,Hotel_Type,Rating,Season
T0761,Traveler_761,Female,56,India,Dubai,Leisure,Train,Agent,January,2024,5,55190,Luxury,5,Summer
T0762,Traveler_762,Male,45,France,Sydney,Leisure,Bus,Agent,September,2024,4,114449,Standard,4,Summer
T0763,Traveler_763,Female,45,Germany,New York,Business,Train,Online,August,2023,9,65849,Budget,4,Summer
T0764,Traveler_764,Male,60,France,Dubai,Leisure,Train,Agent,August,2022,8,24405,Standard,3,Winter
T0765,Traveler_765,Female,54,USA,New York,Business,Flight,Online,August,2023,10,51087,Luxury,4,Summer
T0766,Traveler_766,Male,24,Singapore,Singapore,Leisure,Bus,Online,November,2022,9,38958,Luxury,3,Summer
T0767,Traveler_767,Male,34,UAE,Sydney,Business,Bus,Agent,March,2024,4,87230,Luxury,3,Monsoon
T0768,Traveler_768,Female,56,UK,Berlin,Leisure,Bus,Agent,January,2022,8,93702,Standard,5,Monsoon
T0769,Traveler_769,Female,40,UAE,Berlin,Business,Train,Online,May,2024,10,81571,Luxury,3,Summer
T0770,Traveler_770,Female,39,UK,Singapore,Business,Bus,Agent,October,2023,7,63379,Luxury,5,Monsoon
T0771,Traveler_771,Male,52,India,Paris,Leisure,Bus,Online,February,2023,3,26212,Luxury,5,Winter
T0772,Traveler_772,Female,20,UAE,London,Business,Bus,Agent,April,2023,10,42881,Standard,4,Winter
T0773,Traveler_773,Male,34,UAE,Bangkok,Leisure,Flight,Agent,April,2022,6,31579,Standard,5,Winter
T0774,Traveler_774,Male,34,Australia,London,Business,Flight,Agent,December,2024,7,54551,Budget,5,Winter
T0775,Traveler_775,Male,44,Singapore,Paris,Leisure,Flight,Agent,September,2023,6,34551,Budget,4,Monsoon
T0776,Traveler_776,Female,38,UAE,Paris,Leisure,Train,Agent,August,2022,10,42401,Luxury,4,Winter
T0777,Traveler_777,Male,23,Germany,Dubai,Leisure,Flight,Online,September,2022,9,105658,Luxury,4,Monsoon
T0778,Traveler_778,Male,55,France,Goa,Leisure,Train,Online,June,2022,5,31378,Luxury,4,Winter
T0779,Traveler_779,Female,20,USA,Bangkok,Business,Train,Online,September,2023,4,89583,Luxury,5,Monsoon
T0780,Traveler_780,Female,60,France,London,Leisure,Bus,Agent,March,2022,4,118534,Standard,3,Monsoon
T0781,Traveler_781,Female,30,France,New York,Business,Train,Online,December,2023,3,40392,Luxury,5,Monsoon
T0782,Traveler_782,Male,27,Germany,Rome,Business,Bus,Online,September,2023,7,94554,Luxury,4,Summer
T0783,Traveler_783,Female,23,Germany,Singapore,Leisure,Flight,Agent,March,2022,6,35058,Budget,5,Monsoon
T0784,Traveler_784,Female,56,India,Sydney,Business,Train,Agent,November,2024,2,60763,Standard,3,Monsoon
T0785,Traveler_785,Female,35,Italy,Rome,Leisure,Bus,Agent,May,2023,6,101637,Luxury,4,Monsoon
T0786,Traveler_786,Female,22,France,Sydney,Business,Flight,Online,November,2023,5,50897,Luxury,4,Summer
T0787,Traveler_787,Male,22,UK,London,Business,Bus,Agent,July,2023,8,104624,Luxury,4,Summer
T0788,Traveler_788,Male,24,Italy,Rome,Business,Flight,Agent,April,2023,10,115201,Budget,3,Summer
T0789,Traveler_789,Male,40,India,Bangkok,Business,Train,Online,June,2024,6,30348,Luxury,4,Winter
T0790,Traveler_790,Male,24,Germany,Dubai,Business,Train,Agent,July,2024,4,41311,Budget,5,Summer
T0791,Traveler_791,Female,52,Italy,Rome,Business,Train,Online,May,2022,4,16949,Luxury,5,Summer
T0792,Traveler_792,Male,55,UAE,New York,Leisure,Bus,Online,August,2023,4,34389,Luxury,5,Monsoon
T0793,Traveler_793,Male,58,UAE,Dubai,Leisure,Flight,Online,February,2024,4,32830,Budget,3,Monsoon
T0794,Traveler_794,Male,55,Singapore,Berlin,Business,Bus,Online,July,2024,10,68732,Budget,3,Summer
T0795,Traveler_795,Female,45,Thailand,Goa,Leisure,Bus,Online,November,2024,10,63816,Luxury,3,Summer
T0796,Traveler_796,Male,20,France,New York,Leisure,Bus,Online,August,2024,8,26634,Luxury,5,Summer
T0797,Traveler_797,Male,24,Thailand,Paris,Leisure,Flight,Agent,May,2022,10,17244,Budget,5,Summer
T0798,Traveler_798,Female,30,UAE,Goa,Business,Bus,Online,October,2022,8,48351,Standard,5,Summer
T0799,Traveler_799,Female,53,France,Paris,Leisure,Bus,Online,June,2022,7,81702,Luxury,4,Monsoon
T0800,Traveler_800,Male,34,France,Singapore,Business,Train,Online,May,2024,4,96066,Standard,3,Monsoon
T0801,Traveler_801,Male,49,Thailand,Paris,Business,Bus,Online,October,2024,10,63823,Budget,5,Summer
T0802,Traveler_802,Male,34,France,Paris,Business,Train,Agent,November,2024,10,30791,Standard,5,Winter
T0803,Traveler_803,Male,44,Germany,Rome,Leisure,Bus,Agent,April,2022,7,81348,Luxury,3,Summer
T0804,Traveler_804,Female,34,Australia,Dubai,Business,Bus,Agent,September,2022,2,95466,Standard,5,Summer
T0805,Traveler_805,Female,44,France,Rome,Business,Flight,Agent,December,2024,6,84003,Standard,3,Winter
T0806,Traveler_806,Female,30,Italy,Berlin,Leisure,Flight,Agent,September,2023,3,43484,Standard,5,Monsoon
T0807,Traveler_807,Female,23,Australia,Sydney,Business,Flight,Agent,March,2022,5,47285,Budget,5,Summer
T0808,Traveler_808,Female,21,France,London,Business,Train,Online,March,2022,8,29068,Luxury,5,Monsoon
T0809,Traveler_809,Male,32,Australia,Berlin,Business,Train,Online,November,2024,6,94465,Budget,4,Winter
T0810,Traveler_810,Male,47,Australia,Singapore,Leisure,Train,Online,October,2022,3,48768,Standard,3,Monsoon
T0811,Traveler_811,Male,48,Italy,Bangkok,Leisure,Train,Online,November,2022,4,39708,Standard,5,Monsoon
T0812,Traveler_812,Female,32,Germany,Paris,Leisure,Train,Online,September,2024,8,37033,Standard,3,Winter
T0813,Traveler_813,Female,59,UAE,Rome,Leisure,Bus,Agent,July,2023,5,77133,Standard,3,Monsoon
T0814,Traveler_814,Female,52,Thailand,Bangkok,Business,Train,Online,November,2023,5,57702,Budget,3,Monsoon
T0815,Traveler_815,Male,27,Singapore,Sydney,Business,Flight,Online,July,2024,10,53713,Budget,3,Winter
T0816,Traveler_816,Male,25,France,London,Business,Flight,Online,September,2022,9,43763,Luxury,3,Monsoon
T0817,Traveler_817,Female,50,Italy,London,Business,Bus,Agent,July,2024,4,48041,Luxury,5,Winter
T0818,Traveler_818,Female,35,France,Singapore,Leisure,Train,Online,November,2024,5,16943,Luxury,5,Monsoon
T0819,Traveler_819,Male,25,Germany,New York,Leisure,Train,Online,March,2022,8,35660,Luxury,4,Winter
T0820,Traveler_820,Female,57,India,Singapore,Leisure,Train,Online,July,2024,6,83172,Standard,5,Summer
T0821,Traveler_821,Female,60,France,Berlin,Leisure,Bus,Online,April,2023,6,63079,Luxury,4,Monsoon
T0822,Traveler_822,Male,22,France,Singapore,Leisure,Bus,Online,November,2024,8,45827,Budget,3,Winter
T0823,Traveler_823,Male,41,UAE,Paris,Leisure,Train,Agent,January,2023,10,106188,Standard,5,Summer
T0824,Traveler_824,Male,28,Italy,New York,Leisure,Flight,Agent,May,2024,5,43634,Budget,3,Monsoon
T0825,Traveler_825,Male,46,Germany,Singapore,Business,Train,Agent,August,2022,4,46003,Standard,5,Winter
T0826,Traveler_826,Male,29,Australia,Dubai,Business,Bus,Agent,June,2024,4,52021,Budget,5,Summer
T0827,Traveler_827,Female,52,Australia,London,Leisure,Flight,Agent,June,2024,3,28048,Luxury,5,Monsoon
T0828,Traveler_828,Male,47,France,Rome,Business,Train,Agent,December,2022,7,111207,Standard,4,Winter
T0829,Traveler_829,Female,28,Germany,New York,Leisure,Bus,Online,November,2023,6,114135,Luxury,3,Summer
T0830,Traveler_830,Male,52,Germany,Singapore,Leisure,Flight,Online,February,2024,2,57470,Budget,4,Monsoon
T0831,Traveler_831,Male,29,Germany,New York,Leisure,Train,Agent,October,2023,8,91959,Standard,4,Winter
T0832,Traveler_832,Female,47,Singapore,Berlin,Business,Train,Agent,May,2022,3,18888,Standard,4,Monsoon
T0833,Traveler_833,Female,56,UK,London,Business,Flight,Online,March,2022,6,76946,Luxury,4,Winter
T0834,Traveler_834,Female,53,Germany,Rome,Leisure,Train,Agent,June,2024,5,54990,Standard,4,Summer
T0835,Traveler_835,Male,54,USA,Goa,Business,Flight,Online,April,2023,8,93637,Budget,3,Summer
T0836,Traveler_836,Female,27,Australia,New York,Business,Train,Agent,April,2022,6,83320,Luxury,3,Monsoon
T0837,Traveler_837,Female,30,USA,Sydney,Leisure,Flight,Online,December,2022,9,42473,Luxury,4,Summer
T0838,Traveler_838,Male,40,UK,Singapore,Business,Flight,Agent,November,2023,9,77955,Luxury,5,Summer
T0839,Traveler_839,Female,41,UAE,London,Business,Bus,Agent,May,2023,8,91026,Budget,5,Winter
T0840,Traveler_840,Male,35,India,London,Business,Flight,Online,June,2022,9,84081,Budget,4,Summer
T0841,Traveler_841,Male,58,Australia,Berlin,Leisure,Flight,Online,March,2024,3,28104,Luxury,5,Monsoon
T0842,Traveler_842,Male,25,India,Paris,Business,Bus,Online,February,2024,5,92895,Standard,4,Winter
T0843,Traveler_843,Male,38,UAE,Rome,Leisure,Flight,Agent,June,2023,6,15738,Luxury,5,Monsoon
T0844,Traveler_844,Female,41,Italy,Rome,Leisure,Bus,Online,June,2024,6,43387,Luxury,4,Winter
T0845,Traveler_845,Female,21,USA,New York,Leisure,Bus,Agent,July,2023,6,19288,Standard,5,Winter
T0846,Traveler_846,Female,46,France,Dubai,Leisure,Bus,Agent,April,2022,2,106626,Luxury,4,Winter
T0847,Traveler_847,Male,52,Thailand,Sydney,Business,Train,Agent,June,2022,8,35863,Budget,4,Summer
T0848,Traveler_848,Female,23,Australia,Singapore,Leisure,Bus,Agent,April,2023,8,97590,Budget,3,Monsoon
T0849,Traveler_849,Female,47,France,Berlin,Business,Train,Online,February,2024,5,93616,Luxury,5,Monsoon
T0850,Traveler_850,Female,36,India,Dubai,Business,Train,Online,August,2023,5,38260,Standard,4,Monsoon
T0851,Traveler_851,Female,21,Singapore,Rome,Business,Flight,Agent,April,2024,5,84626,Standard,3,Monsoon
T0852,Traveler_852,Male,48,Australia,Singapore,Leisure,Train,Online,August,2024,5,39248,Standard,3,Monsoon
T0853,Traveler_853,Male,25,UK,Paris,Business,Bus,Agent,April,2024,7,92830,Budget,4,Summer
T0854,Traveler_854,Female,43,Germany,Paris,Business,Train,Agent,January,2022,2,44747,Budget,3,Monsoon
T0855,Traveler_855,Male,49,USA,Bangkok,Business,Bus,Agent,August,2023,8,48729,Standard,3,Summer
T0856,Traveler_856,Female,42,Singapore,Singapore,Business,Flight,Agent,September,2022,8,22224,Standard,5,Monsoon
T0857,Traveler_857,Male,19,India,London,Leisure,Flight,Agent,August,2022,3,63090,Budget,5,Monsoon
T0858,Traveler_858,Female,46,Italy,Dubai,Business,Flight,Agent,May,2022,8,88235,Standard,4,Monsoon
T0859,Traveler_859,Female,34,India,Singapore,Leisure,Flight,Agent,April,2024,8,70799,Luxury,5,Winter
T0860,Traveler_860,Male,46,Singapore,New York,Leisure,Train,Online,September,2024,10,102916,Luxury,3,Monsoon
T0861,Traveler_861,Male,35,USA,London,Leisure,Bus,Online,December,2023,3,91082,Standard,3,Summer
T0862,Traveler_862,Female,35,Australia,New York,Leisure,Flight,Agent,October,2024,7,92625,Standard,3,Summer
T0863,Traveler_863,Male,25,Singapore,Goa,Leisure,Train,Agent,July,2024,6,26738,Luxury,5,Monsoon
T0864,Traveler_864,Male,21,Thailand,London,Leisure,Train,Online,April,2022,4,24666,Standard,4,Winter
T0865,Traveler_865,Male,57,India,Paris,Leisure,Flight,Agent,April,2024,3,94570,Luxury,4,Monsoon
T0866,Traveler_866,Female,52,UK,Goa,Leisure,Train,Agent,December,2023,10,82738,Luxury,5,Winter
T0867,Traveler_867,Male,58,UK,Goa,Leisure,Flight,Online,January,2024,5,84097,Standard,5,Summer
T0868,Traveler_868,Male,41,India,Paris,Leisure,Train,Agent,July,2023,8,29187,Luxury,4,Winter
T0869,Traveler_869,Male,48,Germany,Rome,Business,Flight,Online,September,2024,8,18449,Budget,5,Monsoon
T0870,Traveler_870,Female,60,France,Singapore,Leisure,Flight,Online,March,2024,8,34974,Luxury,4,Winter
T0871,Traveler_871,Male,52,UK,New York,Leisure,Bus,Agent,August,2022,4,84899,Budget,3,Summer
T0872,Traveler_872,Male,51,Thailand,Paris,Leisure,Train,Agent,May,2023,8,67257,Budget,5,Summer
T0873,Traveler_873,Male,47,Italy,Bangkok,Leisure,Bus,Agent,July,2024,4,109288,Budget,4,Summer
T0874,Traveler_874,Female,45,UAE,Paris,Leisure,Flight,Agent,December,2022,4,47283,Luxury,3,Summer
T0875,Traveler_875,Male,36,USA,Rome,Leisure,Train,Online,September,2022,2,98287,Budget,4,Winter
T0876,Traveler_876,Male,37,UAE,Singapore,Business,Bus,Online,December,2024,5,94086,Budget,3,Summer
T0877,Traveler_877,Female,40,France,New York,Leisure,Bus,Online,October,2023,6,49087,Budget,3,Winter
T0878,Traveler_878,Male,22,Australia,Singapore,Leisure,Flight,Online,May,2024,2,81597,Budget,4,Winter
T0879,Traveler_879,Male,53,Singapore,Rome,Business,Bus,Online,February,2023,6,77492,Budget,5,Winter
T0880,Traveler_880,Female,25,France,London,Leisure,Train,Online,December,2024,8,102670,Budget,3,Winter
T0881,Traveler_881,Male,39,UK,Dubai,Business,Train,Online,April,2024,7,53726,Luxury,5,Summer
T0882,Traveler_882,Female,57,UK,Goa,Business,Bus,Agent,May,2024,6,50826,Budget,5,Monsoon
T0883,Traveler_883,Female,34,USA,Rome,Business,Bus,Agent,February,2023,2,108565,Budget,4,Monsoon
T0884,Traveler_884,Male,22,UAE,Sydney,Business,Train,Agent,July,2023,9,54542,Budget,4,Summer
T0885,Traveler_885,Male,43,Germany,Singapore,Leisure,Bus,Online,March,2022,8,34002,Budget,5,Winter
T0886,Traveler_886,Male,32,Singapore,Dubai,Leisure,Train,Online,May,2023,9,84677,Budget,5,Monsoon
T0887,Traveler_887,Female,39,Germany,Dubai,Business,Flight,Online,November,2024,3,50573,Budget,4,Summer
T0888,Traveler_888,Male,58,Thailand,Sydney,Leisure,Train,Agent,January,2022,4,67864,Budget,3,Summer
T0889,Traveler_889,Male,31,Thailand,London,Leisure,Train,Online,September,2023,5,74424,Budget,4,Summer
T0890,Traveler_890,Male,37,UAE,Bangkok,Leisure,Train,Agent,August,2022,7,74266,Budget,4,Summer
T0891,Traveler_891,Female,18,France,New York,Leisure,Bus,Agent,January,2022,8,45635,Budget,5,Monsoon
T0892,Traveler_892,Male,42,Thailand,Goa,Leisure,Flight,Agent,March,2023,8,15737,Budget,3,Monsoon
T0893,Traveler_893,Female,39,Singapore,New York,Business,Flight,Agent,September,2024,4,105736,Budget,3,Summer
T0894,Traveler_894,Male,37,Australia,New York,Leisure,Bus,Agent,April,2024,8,61931,Budget,3,Summer
T0895,Traveler_895,Female,34,UAE,Bangkok,Business,Train,Agent,July,2023,8,106683,Luxury,5,Summer
T0896,Traveler_896,Female,53,UAE,Goa,Business,Train,Online,September,2024,5,59165,Luxury,3,Winter
T0897,Traveler_897,Female,48,India,Goa,Leisure,Flight,Online,September,2023,2,98623,Luxury,5,Summer
T0898,Traveler_898,Male,33,Thailand,Dubai,Business,Flight,Agent,August,2024,8,67698,Budget,3,Monsoon
T0899,Traveler_899,Female,52,India,Paris,Business,Bus,Online,December,2022,2,56347,Standard,5,Monsoon
T0900,Traveler_900,Male,18,Thailand,Berlin,Business,Flight,Online,November,2024,8,76705,Luxury,5,Summer
T0901,Traveler_901,Male,23,Germany,New York,Business,Bus,Online,February,2024,7,61722,Luxury,4,Winter
T0902,Traveler_902,Female,37,UAE,New York,Leisure,Flight,Online,April,2022,3,113038,Standard,3,Winter
T0903,Traveler_903,Male,24,France,Singapore,Business,Bus,Online,November,2022,5,33208,Budget,5,Monsoon
T0904,Traveler_904,Male,38,Australia,London,Business,Flight,Agent,October,2023,7,37608,Luxury,3,Monsoon
T0905,Traveler_905,Male,42,USA,Singapore,Leisure,Flight,Agent,April,2022,2,74015,Standard,3,Monsoon
T0906,Traveler_906,Male,40,USA,Paris,Leisure,Train,Online,February,2022,7,39299,Standard,4,Monsoon
T0907,Traveler_907,Female,24,India,London,Leisure,Train,Agent,May,2024,8,92626,Standard,3,Monsoon
T0908,Traveler_908,Female,44,Australia,New York,Business,Train,Agent,May,2022,8,97559,Standard,5,Summer
T0909,Traveler_909,Male,39,Australia,Goa,Business,Train,Agent,September,2024,9,68603,Budget,5,Summer
T0910,Traveler_910,Female,27,UAE,Berlin,Business,Bus,Online,August,2023,8,66063,Standard,4,Summer
T0911,Traveler_911,Male,42,Italy,New York,Business,Train,Agent,March,2023,10,85390,Budget,3,Monsoon
T0912,Traveler_912,Female,40,Germany,New York,Business,Train,Agent,March,2024,10,78807,Luxury,3,Winter
T0913,Traveler_913,Male,33,Australia,Rome,Business,Bus,Online,November,2022,6,19359,Standard,3,Summer
T0914,Traveler_914,Male,26,UAE,New York,Business,Bus,Online,March,2024,4,56176,Budget,4,Monsoon
T0915,Traveler_915,Male,22,UAE,Sydney,Business,Train,Agent,January,2023,9,74214,Budget,4,Winter
T0916,Traveler_916,Male,57,Singapore,Bangkok,Leisure,Flight,Online,November,2023,4,61385,Luxury,3,Winter
T0917,Traveler_917,Female,19,France,Paris,Business,Flight,Agent,March,2023,10,78328,Luxury,4,Summer
T0918,Traveler_918,Male,53,Thailand,Rome,Leisure,Train,Online,July,2022,10,51270,Luxury,3,Summer
T0919,Traveler_919,Female,42,Thailand,Rome,Business,Bus,Online,March,2023,4,38357,Budget,3,Summer
T0920,Traveler_920,Male,29,Australia,Rome,Leisure,Train,Online,April,2022,7,18128,Luxury,3,Summer
T0921,Traveler_921,Female,60,France,Sydney,Business,Train,Agent,April,2023,7,105644,Standard,4,Summer
T0922,Traveler_922,Female,24,USA,Berlin,Business,Train,Online,January,2024,8,36540,Luxury,3,Winter
T0923,Traveler_923,Male,22,Australia,Singapore,Business,Bus,Agent,August,2023,4,27293,Luxury,5,Summer
T0924,Traveler_924,Male,48,Italy,Berlin,Business,Bus,Agent,January,2024,5,104405,Budget,5,Monsoon
T0925,Traveler_925,Female,22,Germany,Singapore,Leisure,Train,Online,April,2022,3,45895,Standard,3,Monsoon
T0926,Traveler_926,Female,40,Australia,Rome,Business,Train,Agent,October,2023,6,32545,Luxury,5,Summer
T0927,Traveler_927,Female,31,Italy,Paris,Leisure,Bus,Online,August,2023,9,20284,Luxury,3,Summer
T0928,Traveler_928,Female,34,UAE,Rome,Business,Bus,Online,January,2022,5,117194,Standard,3,Monsoon
T0929,Traveler_929,Female,58,UAE,Paris,Business,Flight,Agent,September,2024,6,53176,Standard,5,Monsoon
T0930,Traveler_930,Female,26,Thailand,Singapore,Leisure,Flight,Online,April,2024,2,82560,Luxury,4,Monsoon
T0931,Traveler_931,Female,31,UK,Bangkok,Leisure,Flight,Agent,July,2023,3,108468,Luxury,3,Monsoon
T0932,Traveler_932,Male,21,UAE,London,Business,Bus,Online,July,2023,6,117511,Luxury,3,Monsoon
T0933,Traveler_933,Female,28,Germany,Sydney,Leisure,Train,Agent,April,2023,3,117051,Luxury,5,Monsoon
T0934,Traveler_934,Male,27,India,Sydney,Business,Flight,Agent,December,2024,7,25502,Standard,3,Winter
T0935,Traveler_935,Female,25,Thailand,Goa,Business,Train,Agent,July,2022,10,117851,Standard,4,Summer
T0936,Traveler_936,Female,57,Australia,Sydney,Leisure,Train,Online,August,2024,9,112763,Standard,4,Summer
T0937,Traveler_937,Male,51,UAE,Singapore,Leisure,Train,Agent,September,2024,7,38654,Luxury,5,Winter
T0938,Traveler_938,Male,21,UAE,Singapore,Leisure,Bus,Agent,December,2023,6,58224,Luxury,4,Monsoon
T0939,Traveler_939,Female,45,UK,Rome,Business,Bus,Agent,January,2024,3,31863,Luxury,4,Winter
T0940,Traveler_940,Female,49,UAE,Paris,Business,Flight,Online,December,2022,9,75594,Standard,4,Summer
T0941,Traveler_941,Female,53,Australia,Paris,Leisure,Train,Online,July,2022,2,44911,Luxury,3,Winter
T0942,Traveler_942,Male,48,UAE,London,Leisure,Bus,Online,July,2022,4,57237,Standard,3,Monsoon
T0943,Traveler_943,Male,27,Germany,Singapore,Leisure,Bus,Online,August,2023,9,57999,Budget,4,Winter
T0944,Traveler_944,Male,48,Australia,New York,Leisure,Bus,Agent,June,2023,10,105561,Standard,3,Winter
T0945,Traveler_945,Female,42,Singapore,Rome,Business,Bus,Online,December,2022,9,64855,Budget,4,Monsoon
T0946,Traveler_946,Male,41,Australia,New York,Leisure,Bus,Online,May,2023,5,97735,Budget,5,Winter
T0947,Traveler_947,Female,45,UAE,Sydney,Leisure,Train,Agent,March,2024,5,95154,Budget,4,Monsoon
T0948,Traveler_948,Female,59,USA,Sydney,Business,Flight,Online,August,2024,7,85989,Luxury,4,Monsoon
T0949,Traveler_949,Female,44,Singapore,Berlin,Leisure,Bus,Online,August,2022,6,17661,Standard,4,Winter
T0950,Traveler_950,Female,55,Italy,London,Business,Flight,Online,April,2022,9,119790,Luxury,3,Monsoon
T0951,Traveler_951,Male,21,Singapore,Goa,Leisure,Bus,Agent,June,2022,2,73485,Luxury,4,Monsoon
T0952,Traveler_952,Female,19,Thailand,New York,Business,Flight,Online,September,2022,8,68491,Luxury,3,Winter
T0953,Traveler_953,Female,46,France,Dubai,Leisure,Flight,Agent,September,2023,8,28285,Standard,4,Summer
T0954,Traveler_954,Male,30,India,Dubai,Leisure,Flight,Agent,June,2024,7,82352,Standard,3,Summer
T0955,Traveler_955,Female,57,Thailand,Bangkok,Business,Train,Agent,June,2022,5,85472,Standard,3,Monsoon
T0956,Traveler_956,Male,46,UAE,Rome,Leisure,Flight,Online,October,2022,6,65170,Luxury,5,Monsoon
T0957,Traveler_957,Female,26,Thailand,Sydney,Leisure,Train,Agent,December,2023,10,47718,Luxury,3,Winter
T0958,Traveler_958,Female,34,Singapore,Rome,Leisure,Flight,Online,February,2023,7,25943,Standard,5,Summer
T0959,Traveler_959,Male,21,Singapore,Rome,Leisure,Train,Online,November,2023,10,112087,Luxury,4,Monsoon
T0960,Traveler_960,Female,45,Thailand,Sydney,Business,Flight,Online,August,2024,7,33797,Standard,3,Summer
T0961,Traveler_961,Male,43,France,Goa,Business,Flight,Agent,September,2022,7,53009,Standard,4,Summer
T0962,Traveler_962,Male,60,Australia,New York,Business,Flight,Agent,May,2024,10,60743,Luxury,4,Winter
T0963,Traveler_963,Female,21,UAE,London,Leisure,Train,Online,July,2023,6,71969,Standard,5,Monsoon
T0964,Traveler_964,Female,50,UK,Bangkok,Leisure,Flight,Agent,May,2024,3,24395,Luxury,5,Winter
